,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
29374,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,150.8,82.0,13888.003323185532,0.0314975085256769,9.895234139064844,0.27581880322102087,1.1032752128840835,6305.085121050591,0.007308374859846544,2.295993674414104,0.37088827961974913,10.126334518727706
42169,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,205.0,90.0,20653.86012464143,0.05084079293902164,20.23133446932196,0.4898592463099736,1.9594369852398943,6908.242356373078,0.00670332120145875,2.667486570483976,0.2310679959072563,10.121887884556903
43153,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,206.0,90.0,20653.86012464143,0.05084079293902164,20.23133446932196,0.4898592463099736,1.9594369852398943,6908.242356373078,0.00670332120145875,2.667486570483976,0.2310679959072563,10.121887884556903
41185,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,204.0,90.0,20653.86012464143,0.05084079293902164,20.23133446932196,0.4898592463099736,1.9594369852398943,6908.242356373078,0.00670332120145875,2.667486570483976,0.2310679959072563,10.121887884556903
40201,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,202.0,90.0,20653.86012464143,0.05084079293902164,20.23133446932196,0.4898592463099736,1.9594369852398943,6908.242356373078,0.00670332120145875,2.667486570483976,0.2310679959072563,10.121887884556903
39217,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,202.0,90.0,20653.86012464143,0.05084079293902164,20.23133446932196,0.4898592463099736,1.9594369852398943,6908.242356373078,0.00670332120145875,2.667486570483976,0.2310679959072563,10.121887884556903
38223,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,154.86,82.0,12355.806975514535,0.03730362994566983,11.71927741010173,0.28092478944091603,1.1236991577636641,5555.010956358731,0.008500740485288302,2.6705863407828865,0.351274931649385,10.110139330707769
38222,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,1,158.06,82.0,11205.229990409858,0.041663618932971345,13.089011916178741,0.313839074159593,1.255356296638372,4749.418697472326,0.008513603169152993,2.674627316709996,0.31513989385174423,10.094864369071106
38229,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,161.18,86.0,11205.229990409858,0.041663618932971345,13.089011916178741,0.313839074159593,1.255356296638372,4749.418697472326,0.008513603169152993,2.674627316709996,0.31513989385174423,10.094864369071106
8144,8,8,8,8,8,850,11.1,3S1P,45,22.2,60.0,30.4,76.0,18.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,KingKong 6040,6.0,4.0,3.38,Plastic,1,177.51999999999998,,14279.20567678724,0.0480890297244374,8.057394266696198,0.410011023770425,1.6400440950817,5250.183941773442,0.007553815713666876,1.2656539740173354,0.3264046429363137,10.073843453064816
8141,8,8,8,8,8,850,11.1,3S1P,45,22.2,60.0,30.4,76.0,18.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,DALPROP 6040,6.0,4.0,4.32,Nylon,1,181.28,,14279.20567678724,0.0480890297244374,8.057394266696198,0.410011023770425,1.6400440950817,5250.183941773442,0.007553815713666876,1.2656539740173354,0.3264046429363137,10.073843453064816
17644,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,131.12,70.0,19295.634731991813,0.021279821836579872,8.245145607351542,0.27203830892447695,1.0881532356979078,8824.667960554498,0.005005045552734006,1.939258531621517,0.3917498521113948,10.055389563605537
21580,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,165.12,78.0,26515.10046950951,0.038311686643330914,14.84436464098979,0.49446365759275224,1.977854630371009,8824.668598186216,0.0050050769279840375,1.9392825858948906,0.26116715786842687,10.05526483960131
18628,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,158.12,78.0,26515.10046950951,0.038311686643330914,14.84436464098979,0.49446365759275224,1.977854630371009,8824.668598186216,0.0050050769279840375,1.9392825858948906,0.26116715786842687,10.05526483960131
19612,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,158.12,78.0,26515.10046950951,0.038311686643330914,14.84436464098979,0.49446365759275224,1.977854630371009,8824.668598186216,0.0050050769279840375,1.9392825858948906,0.26116715786842687,10.05526483960131
22564,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,168.12,78.0,26515.10046950951,0.038311686643330914,14.84436464098979,0.49446365759275224,1.977854630371009,8824.668598186216,0.0050050769279840375,1.9392825858948906,0.26116715786842687,10.05526483960131
20596,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,162.12,78.0,26515.10046950951,0.038311686643330914,14.84436464098979,0.49446365759275224,1.977854630371009,8824.668598186216,0.0050050769279840375,1.9392825858948906,0.26116715786842687,10.05526483960131
25516,26,26,26,26,26,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,27.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,203.12,87.0,32974.30084822106,0.0573447365583229,22.21896904821921,0.7449671741768233,2.9798686967072934,8824.668598483351,0.005005076939919122,1.9392825950228934,0.19587536857018442,10.055264792272217
24532,25,25,25,25,25,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,27.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,198.12,87.0,32974.30084822106,0.0573447365583229,22.21896904821921,0.7449671741768233,2.9798686967072934,8824.668598483351,0.005005076939919122,1.9392825950228934,0.19587536857018442,10.055264792272217
23548,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,197.12,87.0,32974.30084822106,0.0573447365583229,22.21896904821921,0.7449671741768233,2.9798686967072934,8824.668598483351,0.005005076939919122,1.9392825950228934,0.19587536857018442,10.055264792272217
31393,33,33,33,33,33,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,194.8,74.0,24690.900529785493,0.07073809458530576,24.445330610594816,0.6852332414033265,2.740932965613306,6908.242356951122,0.006703321239235712,2.316501521171247,0.2194818918889201,10.036686696516632
32377,34,34,34,34,34,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,202.8,74.0,24690.900529785493,0.07073809458530576,24.445330610594816,0.6852332414033265,2.740932965613306,6908.242356951122,0.006703321239235712,2.316501521171247,0.2194818918889201,10.036686696516632
33361,35,35,35,35,35,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,202.8,74.0,24690.900529785493,0.07073809458530576,24.445330610594816,0.6852332414033265,2.740932965613306,6908.242356951122,0.006703321239235712,2.316501521171247,0.2194818918889201,10.036686696516632
29425,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,168.8,66.0,17861.30311067295,0.03885969139222162,13.428945309842447,0.372791240461144,1.491164961844576,6908.242356999165,0.006703321246034624,2.31650152584052,0.32922283792873364,10.036686676286113
49131,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,189.2,66.0,12627.079565218262,0.03883292107838441,15.046323747865108,0.2926320244050426,1.1705280976201704,5555.01095796244,0.008500740590768037,3.2937232336120856,0.32083661755000425,10.019056751107259
50115,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,185.2,66.0,12627.079565218262,0.03883292107838441,15.046323747865108,0.2926320244050426,1.1705280976201704,5555.01095796244,0.008500740590768037,3.2937232336120856,0.32083661755000425,10.019056751107259
48147,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,190.8,66.0,12627.079565218262,0.03883292107838441,15.046323747865108,0.2926320244050426,1.1705280976201704,5555.01095796244,0.008500740590768037,3.2937232336120856,0.32083661755000425,10.019056751107259
14608,15,15,15,15,15,1050,11.1,3S1P,75,19.0,71.0,36.0,98.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,140.72,94.0,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,10.016590684428497
13624,14,14,14,14,14,1050,11.1,3S1P,45,25.0,75.0,20.0,85.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,127.72,94.0,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,10.016590684428497
64703,69,69,69,69,69,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,10.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,1,176.6,62.0,27371.59182117526,0.02913524823086542,24.40828848069382,0.2981745004623465,1.192698001849386,11921.9602748054,0.006261188964895946,5.245361401265299,0.3169241814536377,10.008843239540333
22542,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,200.72,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
20574,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,194.72,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
18600,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,178.68,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
22536,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,188.68,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
21552,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,185.68,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
21558,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,197.72,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
19584,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,178.68,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
18606,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,190.72,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
19590,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,190.72,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
20568,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,182.68,74.0,25426.544501496133,0.06637946997207472,22.93909807228472,0.7655792384310075,3.06231695372403,6706.645622986311,0.0056401039696870325,1.9490800117377098,0.20907934208897108,10.004720115422403
48146,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,6045 plastic,6.0,4.5,6.0,Plastic,1,194.0,66.0,11300.860556795002,0.042323820274640586,16.398918351050483,0.31889345607196173,1.275573824287847,4749.4186973365695,0.008513603146597158,3.2987070066376547,0.29159243671821716,10.003919697504942
49137,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,195.51999999999998,70.0,11300.860556795002,0.042323820274640586,16.398918351050483,0.31889345607196173,1.275573824287847,4749.4186973365695,0.008513603146597158,3.2987070066376547,0.29159243671821716,10.003919697504942
48153,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,197.12,70.0,11300.860556795002,0.042323820274640586,16.398918351050483,0.31889345607196173,1.275573824287847,4749.4186973365695,0.008513603146597158,3.2987070066376547,0.29159243671821716,10.003919697504942
49130,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,6045 plastic,6.0,4.5,6.0,Plastic,1,192.4,66.0,11300.860556795002,0.042323820274640586,16.398918351050483,0.31889345607196173,1.275573824287847,4749.4186973365695,0.008513603146597158,3.2987070066376547,0.29159243671821716,10.003919697504942
50114,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,6045 plastic,6.0,4.5,6.0,Plastic,1,188.4,66.0,11300.860556795002,0.042323820274640586,16.398918351050483,0.31889345607196173,1.275573824287847,4749.4186973365695,0.008513603146597158,3.2987070066376547,0.29159243671821716,10.003919697504942
50121,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,191.51999999999998,70.0,11300.860556795002,0.042323820274640586,16.398918351050483,0.31889345607196173,1.275573824287847,4749.4186973365695,0.008513603146597158,3.2987070066376547,0.29159243671821716,10.003919697504942
42180,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,201.88,90.0,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,9.937896406587637
41196,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,200.88,90.0,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,9.937896406587637
43164,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,202.88,90.0,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,9.937896406587637
39228,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,198.88,90.0,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,9.937896406587637
40212,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,198.88,90.0,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,9.937896406587637
38244,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,142.94,82.0,16184.281341812526,0.028778955106440084,13.86313560418282,0.3274504345132422,1.3098017380529687,6706.645420822961,0.0056400840651439944,2.7168803853417725,0.299823365368484,9.93786850008986
38250,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,154.98000000000002,82.0,16184.281341812526,0.028778955106440084,13.86313560418282,0.3274504345132422,1.3098017380529687,6706.645420822961,0.0056400840651439944,2.7168803853417725,0.299823365368484,9.93786850008986
64915,69,69,69,69,69,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,195.8,66.0,13764.175635145148,0.04277055161121672,26.873530144609518,0.3264189792107313,1.3056759168429253,5713.351691965535,0.008408242771808567,5.283054729399554,0.2643250919702913,9.937432544062796
64891,69,69,69,69,69,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,203.4,66.0,16707.603645623007,0.06121363563693168,38.46166160330139,0.46989805109525096,1.8795922043810038,5713.351692224474,0.008408242809270895,5.283054776033198,0.21435025069748573,9.937432456344856
17605,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,154.8,66.0,16022.770319705012,0.031785175274650024,9.319900159315456,0.30393148809366566,1.2157259523746626,6908.2423567469505,0.0067033212164698585,1.9655164289627793,0.3812192392347601,9.921056732296217
21541,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,188.8,74.0,22370.68619823096,0.05893411320110587,17.28038452731952,0.5692015705676822,2.2768062822707287,6908.242357108275,0.006703321250110457,1.9655164485004755,0.254146159818292,9.921056633678578
20557,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,185.8,74.0,22370.68619823096,0.05893411320110587,17.28038452731952,0.5692015705676822,2.2768062822707287,6908.242357108275,0.006703321250110457,1.9655164485004755,0.254146159818292,9.921056633678578
22525,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,191.8,74.0,22370.68619823096,0.05893411320110587,17.28038452731952,0.5692015705676822,2.2768062822707287,6908.242357108275,0.006703321250110457,1.9655164485004755,0.254146159818292,9.921056633678578
