,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
50152,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,165.52,70.0,23113.48656307064,0.0297180160936786,18.672380207832777,0.38197424772773636,1.5278969909109454,8824.668598279854,0.005005076910031887,3.1447825491003916,0.2794982140597767,10.49357133116886
49168,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,169.52,70.0,23113.48656307064,0.0297180160936786,18.672380207832777,0.38197424772773636,1.5278969909109454,8824.668598279854,0.005005076910031887,3.1447825491003916,0.2794982140597767,10.49357133116886
48169,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,174.39999999999998,66.0,15125.039251790064,0.028569233023084683,13.462933887562917,0.2727083490948708,1.0908333963794832,6908.242356996089,0.006703321245850463,3.158865716884289,0.3355168490927891,10.446787852871813
50137,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,168.8,66.0,15125.039251790064,0.028569233023084683,13.462933887562917,0.2727083490948708,1.0908333963794832,6908.242356996089,0.006703321245850463,3.158865716884289,0.3355168490927891,10.446787852871813
49153,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,172.8,66.0,15125.039251790064,0.028569233023084683,13.462933887562917,0.2727083490948708,1.0908333963794832,6908.242356996089,0.006703321245850463,3.158865716884289,0.3355168490927891,10.446787852871813
48961,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,177.2,70.0,17563.46955265107,0.03766943572568824,17.75130338110426,0.3611905520895597,1.4447622083582388,6908.242356994901,0.0067033212458528935,3.158865716887585,0.2915488533037761,10.446787852860913
47977,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,178.8,70.0,17563.46955265107,0.03766943572568824,17.75130338110426,0.3611905520895597,1.4447622083582388,6908.242356994901,0.0067033212458528935,3.158865716887585,0.2915488533037761,10.446787852860913
49945,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,173.2,70.0,17563.46955265107,0.03766943572568824,17.75130338110426,0.3611905520895597,1.4447622083582388,6908.242356994901,0.0067033212458528935,3.158865716887585,0.2915488533037761,10.446787852860913
6588,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,199.68,70.0,13992.263467980658,0.021985935413897786,4.489605456608627,0.24906880313977722,0.9962752125591089,6706.645622979056,0.0056401039693701836,1.1517290977179124,0.4725529598064139,10.419116807743537
38305,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,146.46,66.0,15721.39629221525,0.03068800104155533,11.890467830479093,0.2932731414899802,1.1730925659599207,6908.242356989121,0.006703321244684716,2.597289588539672,0.34532084728094475,10.395452289623496
31350,33,33,33,33,33,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,182.92000000000002,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
33318,35,35,35,35,35,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,190.92000000000002,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
30366,32,32,32,32,32,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,196.92000000000002,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
30360,32,32,32,32,32,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,184.88,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
32328,34,34,34,34,34,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,178.88,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
32334,34,34,34,34,34,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,190.92000000000002,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
31344,33,33,33,33,33,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,170.88,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
33312,35,35,35,35,35,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,178.88,90.0,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,10.35913840321009
29382,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,156.92000000000002,82.0,16079.898490407302,0.028436510742677116,11.315884877436744,0.32349126017515634,1.2939650407006253,6706.645639376578,0.005640105279656082,2.244396197449223,0.32342401114731717,10.359133572951087
29376,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,144.88,82.0,16079.898490407302,0.028436510742677116,11.315884877436744,0.32349126017515634,1.2939650407006253,6706.645639376578,0.005640105279656082,2.244396197449223,0.32342401114731717,10.359133572951087
38285,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,172.14,66.0,15251.583143822605,0.05432204835781725,18.7723522853755,0.46407052247341823,1.856282089893673,5250.183941622894,0.007553815693987223,2.610411307947632,0.26720347356365737,10.343197609432687
38288,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,168.38,66.0,15251.583143822605,0.05432204835781725,18.7723522853755,0.46407052247341823,1.856282089893673,5250.183941622894,0.007553815693987223,2.610411307947632,0.26720347356365737,10.343197609432687
38227,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,154.06,82.0,12606.418104578584,0.036353951919362686,11.420930827882637,0.2767180091148898,1.1068720364595592,5713.351692126776,0.0084082427956027,2.6415273795121745,0.3573078689602279,10.221359130862478
12688,12,12,12,12,12,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,159.51999999999998,78.0,25726.0336542276,0.03622917555600887,10.622949098754754,0.4671624668223597,1.8686498672894387,8824.668598457043,0.0050050769426617904,1.4675652086608324,0.3077323508243924,10.221010903963611
50053,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,176.0,82.0,15497.790900550739,0.029885406096619677,14.39612507721216,0.28548034512574516,1.1419213805029806,6908.242332634583,0.0067033178194107245,3.229059452774622,0.32512546732691633,10.219694150147719
48085,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,181.6,82.0,15497.790900550739,0.029885406096619677,14.39612507721216,0.28548034512574516,1.1419213805029806,6908.242332634583,0.0067033178194107245,3.229059452774622,0.32512546732691633,10.219694150147719
49069,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,180.0,82.0,15497.790900550739,0.029885406096619677,14.39612507721216,0.28548034512574516,1.1419213805029806,6908.242332634583,0.0067033178194107245,3.229059452774622,0.32512546732691633,10.219694150147719
48140,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,203.92,66.0,17611.675043579966,0.07088833096933052,30.43597550554768,0.6082150588138617,2.432860235255447,5250.18394161774,0.007553815693654829,3.243238291412974,0.21774905059613203,10.175015535359558
48137,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,207.68,66.0,17611.675043579966,0.07088833096933052,30.43597550554768,0.6082150588138617,2.432860235255447,5250.18394161774,0.007553815693654829,3.243238291412974,0.21774905059613203,10.175015535359558
50105,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,202.07999999999998,66.0,17611.675043579966,0.07088833096933052,30.43597550554768,0.6082150588138617,2.432860235255447,5250.18394161774,0.007553815693654829,3.243238291412974,0.21774905059613203,10.175015535359558
50108,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,198.32,66.0,17611.675043579966,0.07088833096933052,30.43597550554768,0.6082150588138617,2.432860235255447,5250.18394161774,0.007553815693654829,3.243238291412974,0.21774905059613203,10.175015535359558
49124,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,202.32,66.0,17611.675043579966,0.07088833096933052,30.43597550554768,0.6082150588138617,2.432860235255447,5250.18394161774,0.007553815693654829,3.243238291412974,0.21774905059613203,10.175015535359558
49121,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,206.07999999999998,66.0,17611.675043579966,0.07088833096933052,30.43597550554768,0.6082150588138617,2.432860235255447,5250.18394161774,0.007553815693654829,3.243238291412974,0.21774905059613203,10.175015535359558
41088,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,198.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,10.159070110281629
40104,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,196.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,10.159070110281629
39120,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,196.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,10.159070110281629
39126,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,208.12,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,10.159070110281629
40110,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,208.12,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,10.159070110281629
43056,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,200.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,10.159070110281629
42072,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,199.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,10.159070110281629
38142,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,152.18,70.0,18264.107547320273,0.03599227836273136,16.960961593547356,0.4110125087750057,1.644050035100023,6706.645622388604,0.005640103868086394,2.657836284324198,0.2721566813345947,10.158639250748745
38136,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,140.14,70.0,18264.107547320273,0.03599227836273136,16.960961593547356,0.4110125087750057,1.644050035100023,6706.645622388604,0.005640103868086394,2.657836284324198,0.2721566813345947,10.158639250748745
39312,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,191.68,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
43248,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,195.68,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
40296,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,191.68,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
42264,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,194.68,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
40302,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,203.72,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
42270,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,206.72,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
43254,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,207.72,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
41280,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,193.68,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
39318,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,203.72,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
41286,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,205.72,74.0,20807.36710552044,0.04580932424561868,21.587135477392266,0.5251678676842902,2.100671470737161,6706.645622574042,0.005640103929013338,2.6578363416105346,0.2061005942692343,10.158639031791989
38328,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,135.74,66.0,15795.973932031226,0.027514590347941265,12.965945235532427,0.31283633563172497,1.2513453425268999,6706.645622990303,0.005640103970512221,2.6578363804171294,0.3091508929895926,10.158638883467512
38334,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,147.78,66.0,15795.973932031226,0.027514590347941265,12.965945235532427,0.31283633563172497,1.2513453425268999,6706.645622990303,0.005640103970512221,2.6578363804171294,0.3091508929895926,10.158638883467512
49135,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,188.4,66.0,12922.144192141675,0.038056246289163015,14.74539093101308,0.2898905319974516,1.1595621279898063,5713.3516920300635,0.008408242782150556,3.25788375774263,0.32533625699403623,10.129274846462147
48151,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,190.0,66.0,12922.144192141675,0.038056246289163015,14.74539093101308,0.2898905319974516,1.1595621279898063,5713.3516920300635,0.008408242782150556,3.25788375774263,0.32533625699403623,10.129274846462147
50119,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,184.4,66.0,12922.144192141675,0.038056246289163015,14.74539093101308,0.2898905319974516,1.1595621279898063,5713.3516920300635,0.008408242782150556,3.25788375774263,0.32533625699403623,10.129274846462147
31342,33,33,33,33,33,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,176.8,90.0,18777.35968676749,0.05503214268087106,17.288857515752984,0.486288424018482,1.945153696073928,6305.085120640334,0.007308374790064043,2.295993630844847,0.24725885196846864,10.126334710887154
33310,35,35,35,35,35,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,184.8,90.0,18777.35968676749,0.05503214268087106,17.288857515752984,0.486288424018482,1.945153696073928,6305.085120640334,0.007308374790064043,2.295993630844847,0.24725885196846864,10.126334710887154
32326,34,34,34,34,34,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,184.8,90.0,18777.35968676749,0.05503214268087106,17.288857515752984,0.486288424018482,1.945153696073928,6305.085120640334,0.007308374790064043,2.295993630844847,0.24725885196846864,10.126334710887154
30358,32,32,32,32,32,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,190.8,90.0,18777.35968676749,0.05503214268087106,17.288857515752984,0.486288424018482,1.945153696073928,6305.085120640334,0.007308374790064043,2.295993630844847,0.24725885196846864,10.126334710887154
