,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current (A),Resistance (Ohm),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Total weight (g),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf)
2264,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,KingKong 6040,6.0,4.0,3.38,Plastic,198.92000000000002,18024.88310605691,0.07399588502055116,13.56045417862558,0.6353194336931676,2.5412777347726703
2266,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,200.20000000000002,18420.065108730047,0.053110598828738975,9.733025581307059,0.4690384070436023,1.8761536281744091
2267,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,191.8,19140.562701547293,0.015032451735217927,2.7548406629802202,0.1522023069877636,0.6088092279510544
2268,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,194.68,20738.518706341638,0.04552930294471414,9.297244037521574,0.5219057480690475,2.08762299227619
2269,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,Gemfan 5040 R,5.0,4.0,3.0,ABS,197.8,20634.52054192033,0.050752757600378326,10.363891877740187,0.48899726856400966,1.9559890742560386
2271,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,206.60000000000002,19858.304599922078,0.08973929932053737,18.325081026440216,0.6854939771650735,2.741975908660294
2272,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,194.52,21143.231294973375,0.025202041735073514,5.146345692580777,0.3230644526006552,1.2922578104026208
2273,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,DALPROP 6040,6.0,4.0,4.32,Nylon,203.08,19879.172668244588,0.08869117112288627,18.111049556465755,0.7637315578296033,3.0549262313184133
2274,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,206.72000000000003,20738.518706341638,0.04552930294471414,9.297244037521574,0.5219057480690475,2.08762299227619
2275,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,205.8,19952.529711529816,0.08500671004219196,17.358669625335217,0.656026211599219,2.624104846396876
2276,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,KingKong 6040,6.0,4.0,3.38,Plastic,199.32000000000002,19879.172668244588,0.08869117112288627,18.111049556465755,0.7637315578296033,3.0549262313184133
2278,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,200.60000000000002,20371.095143701925,0.06398367018812125,13.065690833826407,0.5667715639442663,2.2670862557770652
2279,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,192.20000000000002,21280.86564750292,0.018289162019558675,3.7347113076623346,0.18576601380003147,0.7430640552001259
2280,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,191.07999999999998,26244.177372867554,0.07038225539953417,18.794552003031857,0.8125159879305687,3.2500639517222747
2281,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,Gemfan 5040 R,5.0,4.0,3.0,ABS,194.2,26022.39885607338,0.07795654733792219,20.817155895363435,0.7563485412730074,3.0253941650920297
2282,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,6045 plastic,6.0,4.5,6.0,Plastic,206.2,23502.50296042376,0.16401730490764768,43.798422613554365,1.2632534563491775,5.05301382539671
2283,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,203.0,24445.472052866757,0.13181254811567739,35.19861328894887,1.0131772103525765,4.052708841410306
2284,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,190.92,27134.27509422081,0.03998318838133113,10.676925725300364,0.5163941059966354,2.0655764239865415
2285,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,DALPROP 6040,6.0,4.0,4.32,Nylon,199.48,24486.209416866808,0.13042126508160806,34.827091501442695,1.130119719037201,4.520478876148804
2286,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,203.12,26244.177372867554,0.07038225539953417,18.794552003031857,0.8125159879305687,3.2500639517222747
2287,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,202.2,24630.091356139936,0.12550733640926073,33.51489871281407,0.9747228299590314,3.8988913198361255
2288,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,KingKong 6040,6.0,4.0,3.38,Plastic,195.72,24486.209416866808,0.13042126508160806,34.827091501442695,1.130119719037201,4.520478876148804
2290,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,197.0,25472.324342467204,0.09674297000027968,25.833795326336524,0.8627201596648918,3.450880638659567
2291,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,188.6,27447.524087803376,0.02928495051314491,7.820117758291122,0.29973148530043775,1.198925941201751
2292,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,181.88,20508.40913736587,0.04459912575475909,9.107298578799103,0.511071957129565,2.04428782851826
2293,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,Gemfan 5040 R,5.0,4.0,3.0,ABS,185.0,20380.848735562195,0.049604517394266794,10.129417182995219,0.47775677483113094,1.9110270993245237
2294,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,6045 plastic,6.0,4.5,6.0,Plastic,197.0,18862.34992301183,0.10918947599796126,22.29687561689239,0.8354415216769646,3.3417660867078585
2295,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,193.8,19445.25341603809,0.08631670177196259,17.626174550976835,0.6589340493041655,2.635736197216662
2296,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,181.72,21010.19245403485,0.02490945731075235,5.086598926002825,0.31925335775163255,1.2770134310065302
2297,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,DALPROP 6040,6.0,4.0,4.32,Nylon,190.28,19470.04529173535,0.08534388383168395,17.42752170083854,0.7344492796791403,2.9377971187165612
2298,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,193.92000000000002,20508.40913736587,0.04459912575475909,9.107298578799103,0.511071957129565,2.04428782851826
2299,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,193.0,19557.347549306494,0.08191819698860546,16.72798438055691,0.6318117935536832,2.527247174214733
2300,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,KingKong 6040,6.0,4.0,3.38,Plastic,186.52,19470.04529173535,0.08534388383168395,17.42752170083854,0.7344492796791403,2.9377971187165612
2301,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,200.12,18862.34992301183,0.10918947599796126,22.29687561689239,0.8354415216769646,3.3417660867078585
2302,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,187.8,20060.148641199787,0.06218859167134144,12.69912947756581,0.5506164974317515,2.202465989727006
2303,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,179.4,21182.870864352593,0.018133662792176986,3.702957817687557,0.18416108124240302,0.7366443249696121
2304,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,181.88,24770.676626751803,0.06324661035069441,15.895606915375819,0.728875139705887,2.915500558823548
2305,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,Gemfan 5040 R,5.0,4.0,3.0,ABS,185.0,24568.406050749963,0.07009022472415051,17.61559480654791,0.6788560916685307,2.7154243666741227
2306,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,6045 plastic,6.0,4.5,6.0,Plastic,197.0,22256.870359779914,0.14829862849780082,37.271510546089104,1.1403245064932443,4.561298025972977
2307,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,193.8,23124.60375078595,0.11893977450702772,29.89282524841818,0.9127084074776799,3.6508336299107196
2308,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,181.72,25580.39432566486,0.03585065493168757,9.010252332781787,0.46220284866011163,1.8488113946404465
2309,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,DALPROP 6040,6.0,4.0,4.32,Nylon,190.28,23162.019846951138,0.11767383786845935,29.574661165381464,1.0179620985594875,4.07184839423795
2310,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,193.92000000000002,24770.676626751803,0.06324661035069441,15.895606915375819,0.728875139705887,2.915500558823548
2311,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,193.0,23294.12328088958,0.11320425582187595,28.45133264549666,0.8777042279455494,3.5108169117821975
2312,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,KingKong 6040,6.0,4.0,3.38,Plastic,186.52,23162.019846951138,0.11767383786845935,29.574661165381464,1.0179620985594875,4.07184839423795
2313,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,200.12,22256.870359779914,0.14829862849780082,37.271510546089104,1.1403245064932443,4.561298025972977
2314,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,187.8,24065.85934402892,0.08709336939022357,21.88895115621668,0.7753461003432192,3.1013844013728766
2315,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,179.4,25864.53119371248,0.026237179791654654,6.59412250244491,0.26805941518277643,1.0722376607311057
2316,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,75.08,23938.73022346075,0.05937303508525177,49.74023755869574,0.6835338557264348,2.734135422905739
2317,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 5040 R,5.0,4.0,3.0,ABS,78.2,22692.78978062925,0.0605135503096852,50.69571335841315,0.5847069121372918,2.338827648549167
2318,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,6045 plastic,6.0,4.5,6.0,Plastic,90.2,14593.864322089576,0.06792718539620762,56.90654576526873,0.5157463096609889,2.0629852386439556
2319,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,87.0,16806.025616759765,0.06590220607319938,55.21010305463207,0.5008948973637631,2.0035795894550525
2320,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,74.92,31440.046574527572,0.052506442426293126,43.98769434468744,0.6811384487497886,2.7245537949991543
2321,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,DALPROP 6040,6.0,4.0,4.32,Nylon,83.48,16916.781036914377,0.06580082222008532,55.1251679164767,0.5638833221778008,2.255533288711203
2322,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,87.12,23938.73022346075,0.05937303508525177,49.74023755869574,0.6835338557264348,2.734135422905739
2323,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,86.2,17320.338986137434,0.06543141131646435,54.81569096155105,0.502818240766368,2.011272963065472
2324,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,KingKong 6040,6.0,4.0,3.38,Plastic,79.72,16916.781036914377,0.06580082222008532,55.1251679164767,0.5638833221778008,2.255533288711203
2325,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,93.32,14593.864322089576,0.06792718539620762,56.90654576526873,0.5157463096609889,2.0629852386439556
2326,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,81.0,20170.41897457435,0.06282249077372874,52.6300467986393,0.5563205107088245,2.225282042835298
2327,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,72.6,35989.015776331864,0.04834238413771981,40.499221030420344,0.4988223915441118,1.9952895661764471
2328,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,85.08,24350.896950082013,0.061278041573451104,28.876596785017465,0.7058266833529289,2.8233067334117155
2329,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 5040 R,5.0,4.0,3.0,ABS,88.2,23333.662479874223,0.06371305408332602,30.024069396644983,0.6161364024141357,2.464545609656543
2330,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,6045 plastic,6.0,4.5,6.0,Plastic,100.2,16063.08553409454,0.08111705122588618,38.225509831816645,0.6176670359008375,2.47066814360335
2331,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,97.0,18163.742319013643,0.07608858856659823,35.85590262942622,0.5796667531931708,2.3186670127726834
2332,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,84.92,29927.487968310277,0.047929036154507054,22.586025980473455,0.6208391764475195,2.483356705790078
2333,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,DALPROP 6040,6.0,4.0,4.32,Nylon,93.48,18266.62782706407,0.07584230562350755,35.73984452671848,0.6514328815425274,2.6057315261701097
2334,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,97.12,24350.896950082013,0.061278041573451104,28.876596785017465,0.7058266833529289,2.8233067334117155
2335,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,96.2,18639.671699006627,0.07494932910596969,35.3190392566197,0.577230063637341,2.308920254549364
2336,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,KingKong 6040,6.0,4.0,3.38,Plastic,89.72,18266.62782706407,0.07584230562350755,35.73984452671848,0.6514328815425274,2.6057315261701097
2337,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,103.32,16063.08553409454,0.08111705122588618,38.225509831816645,0.6176670359008375,2.47066814360335
2338,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,91.0,21192.531151855183,0.06883840297790662,32.43933316203589,0.6104987013451644,2.4419948053806575
2339,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,82.6,32871.50230728081,0.04088177970866384,19.26508481976219,0.4206948120340631,1.6827792481362525
2340,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,85.88,,,,,
2341,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 5040 R,5.0,4.0,3.0,ABS,89.0,,,,,
2342,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,6045 plastic,6.0,4.5,6.0,Plastic,101.0,,,,,
2343,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,97.8,,,,,
2344,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,85.72,,,,,
2345,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,DALPROP 6040,6.0,4.0,4.32,Nylon,94.28,,,,,
2346,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,97.92,,,,,
2347,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,97.0,,,,,
2348,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,KingKong 6040,6.0,4.0,3.38,Plastic,90.52,,,,,
2349,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,104.12,,,,,
2350,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,91.8,,,,,
2351,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,83.4,,,,,
2352,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,85.88,,,,,
2353,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 5040 R,5.0,4.0,3.0,ABS,89.0,,,,,
2354,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,6045 plastic,6.0,4.5,6.0,Plastic,101.0,,,,,
2355,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,97.8,,,,,
2356,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,85.72,,,,,
2357,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,DALPROP 6040,6.0,4.0,4.32,Nylon,94.28,,,,,
2358,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,97.92,,,,,
2359,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,97.0,,,,,
2360,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,KingKong 6040,6.0,4.0,3.38,Plastic,90.52,,,,,
2361,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,104.12,,,,,
2362,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,91.8,,,,,
2363,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,83.4,,,,,
2364,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D2225-12,3.175,22.0,25.0,,2000,32.0,,0.143,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,193.88,19716.278071676054,0.04146468064599544,8.684342406727076,0.47459244415732843,1.8983697766293137
2365,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D2225-12,3.175,22.0,25.0,,2000,32.0,,0.143,Gemfan 5040 R,5.0,4.0,3.0,ABS,197.0,19469.755181664776,0.04558027538696701,9.546310553619676,0.43839613544549627,1.753584541781985
2367,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D2225-12,3.175,22.0,25.0,,2000,32.0,,0.143,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,205.8,17806.68042997165,0.07334460064536472,15.361257237861357,0.5584294854251904,2.2337179417007618
2368,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,DYS D2225-12,3.175,22.0,25.0,,2000,32.0,,0.143,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,193.72,20742.862813266864,0.024326285255728906,5.094885268297676,0.311659351683847,1.246637406735388
