,Rotation speed (rpm),Torque (N⋅m),Thrust (kgf),Propeller diameter [in],Propeller pitch [in],Propeller num
12,16062.000000000238,0.046831921558364,0.391873954383556,5.1,4.3,11
13,15105.000000000377,0.041758430184109,0.3393565171474866,5.1,4.3,11
14,13948.999999999674,0.037427398262156,0.2906893585006297,5.1,4.3,11
15,12902.000000000477,0.033618045237733,0.2463695754275415,5.1,4.3,11
16,11750.999999999793,0.029558512526007,0.1997925080085146,5.1,4.3,11
17,10486.000000000457,0.025333953001707,0.1558529760474881,5.1,4.3,11
18,9234.000000000016,0.021555104526513,0.1171822121061422,5.1,4.3,11
19,7882.000000000017,0.018026625213531,0.0829559318873876,5.1,4.3,11
20,6508.000000000041,0.014920603528551,0.0552625529181422,5.1,4.3,11
0,0.0,-0.0001236740451689,-0.0006554693974168,5.1,4.3,11
1,25316.99999999975,0.11484583980201,1.0540989981879645,5.1,4.3,11
2,24465.00000000023,0.10815310149493,0.9849429139325254,5.1,4.3,11
3,23688.999999999807,0.10159923680185,0.9172285784139844,5.1,4.3,11
4,22783.99999999973,0.094492204066704,0.8499588444018396,5.1,4.3,11
5,21974.999999999774,0.087523318231429,0.7849341897826068,5.1,4.3,11
6,21221.000000000004,0.079642525247046,0.7169102341117609,5.1,4.3,11
7,20232.00000000041,0.073482647463803,0.6589972954195877,5.1,4.3,11
8,19376.99999999955,0.067081548551888,0.5992530488013033,5.1,4.3,11
9,18505.99999999977,0.061265542205485,0.5388649320129911,5.1,4.3,11
10,17594.00000000006,0.055968209768787,0.4816556299098163,5.1,4.3,11
11,16654.999999999683,0.050983588501019,0.4290397368551443,5.1,4.3,11
12,15345.000000000198,0.044075709784856,0.3575963097467025,5.1,4.3,11
13,14721.999999999704,0.041063327021315,0.3249386361960608,5.1,4.3,11
14,13630.000000000357,0.036447903272251,0.2772165692203148,5.1,4.3,11
15,12406.00000000001,0.031835490207017,0.2283362448329042,5.1,4.3,11
16,11251.999999999887,0.027410518668397,0.1831769293663891,5.1,4.3,11
17,10019.000000000276,0.023441683306593,0.1437044766484375,5.1,4.3,11
18,8784.99999999999,0.020037088074483,0.1106037982507074,5.1,4.3,11
19,7539.000000000048,0.01677937473098,0.0794599614879495,5.1,4.3,11
20,6161.999999999967,0.013631578615588,0.0510182992044,5.1,4.3,11
0,0.0,2.69550657141e-05,-5.54060317377e-05,3.0,5.2,12
1,36075.99999999956,0.048087326784716,0.4964257299953807,3.0,5.2,12
2,34440.00000000017,0.043658498325142,0.4523714864375908,3.0,5.2,12
3,32863.0000000002,0.041520300808015,0.4135834936488506,3.0,5.2,12
4,31657.00000000029,0.040721405853677,0.382619929770207,3.0,5.2,12
5,30849.00000000015,0.037577668879584,0.352086428307679,3.0,5.2,12
6,29732.99999999958,0.035722958157056,0.3280853719860503,3.0,5.2,12
7,28671.00000000033,0.033699034282438,0.3091494080174882,3.0,5.2,12
8,27579.999999999844,0.031723519618311,0.2913373643532195,3.0,5.2,12
9,26521.999999999844,0.028280171733451,0.2709313695637144,3.0,5.2,12
10,25856.999999999596,0.026531978637097,0.2470333334965151,3.0,5.2,12
11,24782.99999999973,0.024138354868891,0.2278281454142546,3.0,5.2,12
12,23569.00000000037,0.022349850607747,0.2126259401935523,3.0,5.2,12
13,22518.00000000001,0.020307350492014,0.188075894901786,3.0,5.2,12
14,21029.99999999957,0.018108812655822,0.170498583602382,3.0,5.2,12
15,19663.000000000287,0.016220420055411,0.148815378050119,3.0,5.2,12
16,18106.000000000386,0.013882040059562,0.1257125793626977,3.0,5.2,12
17,16608.999999999724,0.012340929123591,0.1030208847161365,3.0,5.2,12
18,14695.999999999807,0.01021138623576,0.0825837545119679,3.0,5.2,12
19,12710.000000000233,0.0079895590563704,0.0619570025926804,3.0,5.2,12
20,10586.999999999638,0.0061073313217965,0.0454286707742399,3.0,5.2,12
0,0.0,3.94265668457e-05,-0.0001930562074372,3.0,5.2,12
1,35025.99999999997,0.044539647919917,0.4535652561201838,3.0,5.2,12
2,33948.99999999972,0.042069562378586,0.4244217079901393,3.0,5.2,12
3,32686.00000000001,0.039654578196216,0.3943811979763222,3.0,5.2,12
4,31585.00000000044,0.037574379003268,0.3664145708653312,3.0,5.2,12
5,30341.00000000003,0.034587777453635,0.3353646299515329,3.0,5.2,12
6,29175.00000000025,0.031980047547159,0.3103024924763094,3.0,5.2,12
7,28162.0000000004,0.029585165314386,0.288546547369122,3.0,5.2,12
8,27068.000000000477,0.02649173123801,0.2619857050816844,3.0,5.2,12
9,25953.999999999527,0.024144797237728,0.2386935922872846,3.0,5.2,12
10,24684.99999999999,0.021997077608262,0.2161725481403129,3.0,5.2,12
11,23423.00000000009,0.019688496383981,0.1935635900340483,3.0,5.2,12
12,22300.99999999969,0.017703713479673,0.1723216430525511,3.0,5.2,12
13,21038.999999999796,0.015826101940071,0.1542750847496953,3.0,5.2,12
14,19594.999999999683,0.013883722917282,0.1350674408267859,3.0,5.2,12
15,18257.99999999954,0.011610186086466,0.1140786492021026,3.0,5.2,12
16,16746.999999999596,0.0097435755794292,0.0952900853590176,3.0,5.2,12
17,14984.999999999984,0.0080581709208613,0.0764946212680395,3.0,5.2,12
18,13251.999999999704,0.0063455844754469,0.060294658624984,3.0,5.2,12
19,11361.000000000437,0.00467968424547,0.0443353728321883,3.0,5.2,12
20,9484.999999999973,0.0031204115925217,0.0306121252094303,3.0,5.2,12
0,0.0,-2.42895594679e-05,0.0007787686206616,3.0,5.2,12
1,29905.99999999957,0.031192562913364,0.3265948106945491,3.0,5.2,12
2,28957.99999999993,0.02887364782506,0.3044456921421076,3.0,5.2,12
3,27828.00000000008,0.026727085075449,0.2837799030194307,3.0,5.2,12
4,27076.999999999734,0.024763050314515,0.2642325346588182,3.0,5.2,12
5,26129.99999999991,0.022871343696045,0.2479845231779456,3.0,5.2,12
6,25283.000000000404,0.021009495943004,0.2284860427387028,3.0,5.2,12
7,24283.00000000002,0.019392857680375,0.2134557530630439,3.0,5.2,12
8,23290.00000000023,0.017440965451185,0.1919445847592195,3.0,5.2,12
9,22316.99999999955,0.016063603919828,0.1792262404466051,3.0,5.2,12
10,21383.000000000146,0.014504698158441,0.1630887306297053,3.0,5.2,12
11,20335.999999999996,0.012845023201707,0.1474419964780327,3.0,5.2,12
12,19281.000000000386,0.011391604919178,0.1333776359939123,3.0,5.2,12
13,18140.999999999545,0.0098454539474075,0.1171355047971019,3.0,5.2,12
14,16993.000000000207,0.0086670791229676,0.1020801369632239,3.0,5.2,12
15,15645.00000000022,0.0076642262330726,0.0864745486101084,3.0,5.2,12
16,14213.999999999582,0.0060415479537391,0.0711373335634187,3.0,5.2,12
17,12879.000000000018,0.0046694416929404,0.057920775721287,3.0,5.2,12
18,11374.999999999714,0.0032520185599582,0.0445381284657502,3.0,5.2,12
19,10000.000000000022,0.0022801686685442,0.0344376991247143,3.0,5.2,12
20,8456.999999999975,0.0013227571784451,0.0245863882721561,3.0,5.2,12
0,0.0,-2.96452799006e-05,-4.89230925258e-05,3.0,5.2,12
1,31373.00000000013,0.035354675113285,0.3652403993382653,3.0,5.2,12
2,30355.000000000266,0.033672323399751,0.343324630868013,3.0,5.2,12
3,29486.999999999927,0.03202859764072,0.3224522697610805,3.0,5.2,12
4,28612.999999999764,0.030553238889114,0.3046968393927896,3.0,5.2,12
5,27640.99999999985,0.029564177108168,0.288663297218724,3.0,5.2,12
6,26978.999999999996,0.028077048901698,0.267498659252446,3.0,5.2,12
7,25996.00000000024,0.026625931693256,0.2484244178890446,3.0,5.2,12
8,25220.999999999625,0.025044989497429,0.2331770612647132,3.0,5.2,12
9,24267.999999999967,0.023535598998538,0.2144286774087991,3.0,5.2,12
10,23230.999999999847,0.02190164599981,0.1972702960139191,3.0,5.2,12
11,22400.0000000002,0.020474694736304,0.181643074043807,3.0,5.2,12
12,21300.000000000447,0.018829459295621,0.1631534210119765,3.0,5.2,12
13,20056.99999999985,0.017067071542705,0.1461224295819673,3.0,5.2,12
14,18815.00000000001,0.015646855824529,0.128920353316372,3.0,5.2,12
15,17507.00000000016,0.014401373841759,0.1159545256953801,3.0,5.2,12
16,16078.99999999991,0.012897450812824,0.0981204749298211,3.0,5.2,12
17,14567.000000000156,0.011175553459966,0.0806945034848118,3.0,5.2,12
18,13000.00000000022,0.0094852772018521,0.0638501190985107,3.0,5.2,12
19,11302.999999999864,0.0079965034006128,0.0488317100195683,3.0,5.2,12
20,9663.000000000264,0.0066832324639715,0.0359217716151468,3.0,5.2,12
